Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Saint-Étienne,fr Ligue 1,21,1998,3.0,0,1,0,0.0,0.33,0.00,0.00,,11.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,31,1989,25.3,8,54,24,44.4,2.13,0.95,0.15,0.33,16.1,6,0,2,10.0,7.4,0.14,-2.0,0.6
Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MFFW,Köln,de Bundesliga,22,1997,20.4,5,28,10,35.7,1.37,0.49,0.18,0.50,20.7,3,0,0,2.1,2.1,0.08,2.9,2.9
Oriol Rey\Oriol-Rey,es ESP,MF,Valladolid,es La Liga,22,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gio Reyna\Gio-Reyna,us USA,FWMF,Dortmund,de Bundesliga,17,2002,22.0,4,38,12,31.6,1.73,0.55,0.11,0.33,15.9,0,0,0,4.5,4.5,0.12,-0.5,-0.5
Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Nîmes,fr Ligue 1,29,1990,38.0,0,2,0,0.0,0.05,0.00,0.00,,9.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Bryan Reynolds\Bryan-Reynolds,us USA,DF,Roma,it Serie A,19,2001,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Franck Ribéry\Franck-Ribery,fr FRA,FW,Fiorentina,it Serie A,37,1983,23.9,2,21,10,47.6,0.88,0.42,0.10,0.20,15.2,0,0,0,3.0,3.0,0.14,-1.0,-1.0
Ricard\Ricard,es ESP,DF,Atlético Madrid,es La Liga,20,2000,0.3,0,1,0,0.0,3.00,0.00,0.00,,19.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Federico Ricci\Federico-Ricci,it ITA,FW,Sassuolo,it Serie A,26,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Giacomo Ricci\Giacomo-Ricci,it ITA,DF,Parma,it Serie A,23,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Matteo Ricci\Matteo-Ricci,it ITA,MF,Spezia,it Serie A,26,1994,24.8,0,21,5,23.8,0.85,0.20,0.00,0.00,25.6,3,0,0,0.9,0.9,0.04,-0.9,-0.9
Declan Rice\Declan-Rice,eng ENG,MF,West Ham,eng Premier League,21,1999,32.0,2,24,7,29.2,0.75,0.22,0.04,0.14,19.9,2,1,2,3.0,1.5,0.06,-1.0,-0.5
Chris Richards\Chris-Richards,us USA,DF,Hoffenheim,de Bundesliga,20,2000,10.5,0,3,0,0.0,0.29,0.00,0.00,,9.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Chris Richards\Chris-Richards,us USA,DF,Bayern Munich,de Bundesliga,20,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lewis Richardson\Lewis-Richardson,eng ENG,FWMF,Burnley,eng Premier League,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Richarlison\Richarlison,br BRA,FW,Everton,eng Premier League,23,1997,31.8,7,82,32,39.0,2.58,1.01,0.07,0.19,14.5,1,1,1,11.5,10.7,0.13,-4.5,-4.7
Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,de Bundesliga,22,1997,15.7,3,55,20,36.4,3.50,1.27,0.05,0.15,19.9,0,0,0,4.9,4.9,0.09,-1.9,-1.9
Mikel Rico\Mikel-Rico,es ESP,MF,Huesca,es La Liga,35,1984,24.3,1,20,6,30.0,0.82,0.25,0.05,0.17,15.1,0,0,0,2.3,2.3,0.12,-1.3,-1.3
Sergio Rico\Sergio-Rico,es ESP,GK,Paris S-G,fr Ligue 1,26,1993,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jaïro Riedewald\Jairo-Riedewald,nl NED,MF,Crystal Palace,eng Premier League,23,1996,20.2,2,8,2,25.0,0.40,0.10,0.25,1.00,19.6,0,0,0,0.7,0.7,0.08,1.3,1.3
Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Elche,es La Liga,27,1993,12.7,1,17,7,41.2,1.34,0.55,0.06,0.14,20.3,4,0,0,2.6,2.6,0.15,-1.6,-1.6
Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,32,1988,31.6,1,23,4,17.4,0.73,0.13,0.04,0.25,17.9,0,0,0,1.6,1.6,0.07,-0.6,-0.6
Luis Rioja\Luis-Rioja,es ESP,MF,Alavés,es La Liga,26,1993,23.2,4,25,10,40.0,1.08,0.43,0.16,0.40,17.7,0,0,0,3.5,3.5,0.14,0.5,0.5
Renaud Ripart\Renaud-Ripart,fr FRA,MFFW,Nîmes,fr Ligue 1,27,1993,33.9,11,60,18,30.0,1.77,0.53,0.08,0.28,18.1,0,6,7,9.3,4.4,0.07,1.7,0.6
Andrea Rispoli\Andrea-Rispoli,it ITA,DF,Crotone,it Serie A,31,1988,7.2,0,4,1,25.0,0.55,0.14,0.00,0.00,22.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Mihailo Ristić\Mihailo-Ristic,rs SRB,DF,Montpellier,fr Ligue 1,24,1995,24.8,0,20,6,30.0,0.81,0.24,0.00,0.00,22.4,0,0,0,0.7,0.7,0.03,-0.7,-0.7
Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,eng Premier League,30,1989,15.0,0,11,1,9.1,0.73,0.07,0.00,0.00,22.2,2,0,0,0.4,0.4,0.04,-0.4,-0.4
Maxence Rivera\Maxence-Rivera,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,18,2002,2.7,0,2,1,50.0,0.75,0.38,0.00,0.00,22.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Emmanuel Rivière\Emmanuel-Riviere,fr FRA,FWMF,Crotone,it Serie A,30,1990,7.1,1,11,3,27.3,1.55,0.42,0.09,0.33,14.9,0,0,0,1.1,1.1,0.10,-0.1,-0.1
Rober\Rober,es ESP,DFMF,Levante,es La Liga,25,1995,15.8,0,6,0,0.0,0.38,0.00,0.00,,15.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Roberto\Roberto,es ESP,GK,Valladolid,es La Liga,34,1986,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,es La Liga,28,1992,10.5,1,5,1,20.0,0.48,0.10,0.20,1.00,17.2,0,0,0,0.5,0.5,0.11,0.5,0.5
Tyler Roberts\Tyler-Roberts,wal WAL,MFFW,Leeds United,eng Premier League,21,1999,14.9,1,26,12,46.2,1.75,0.81,0.04,0.08,19.0,0,0,0,2.1,2.1,0.08,-1.1,-1.1
Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,eng Premier League,26,1994,37.6,1,19,5,26.3,0.51,0.13,0.05,0.20,17.3,0,0,0,1.4,1.4,0.07,-0.4,-0.4
Antonee Robinson\Antonee-Robinson,us USA,DF,Fulham,eng Premier League,22,1997,24.0,0,11,4,36.4,0.46,0.17,0.00,0.00,19.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Callum Robinson\Callum-Robinson,ie IRL,FWMF,West Brom,eng Premier League,25,1995,17.3,5,31,11,35.5,1.79,0.63,0.16,0.45,20.1,0,0,0,3.1,3.1,0.10,1.9,1.9
Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,9.7,0,5,0,0.0,0.51,0.00,0.00,,12.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Joel Robles\Joel-Robles,es ESP,GK,Betis,es La Liga,30,1990,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FW,West Brom,eng Premier League,31,1989,6.2,2,13,6,46.2,2.09,0.96,0.15,0.33,19.6,0,0,0,1.5,1.5,0.11,0.5,0.5
Marc Roca\Marc-Roca,es ESP,MF,Bayern Munich,de Bundesliga,23,1996,2.0,0,3,0,0.0,1.53,0.00,0.00,,16.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Christopher Rocchia\Christopher-Rocchia,fr FRA,DF,Marseille,fr Ligue 1,22,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,es La Liga,29,1991,15.6,0,36,8,22.2,2.31,0.51,0.00,0.00,24.4,0,0,0,1.7,1.7,0.05,-1.7,-1.7
Marek Rodák\Marek-Rodak,sk SVK,GK,Fulham,eng Premier League,23,1996,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,de Bundesliga,29,1990,18.1,1,3,3,100.0,0.17,0.17,0.33,0.33,22.4,0,0,0,0.1,0.1,0.03,0.9,0.9
Joe Rodon\Joe-Rodon,wal WAL,DF,Tottenham,eng Premier League,22,1997,8.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rodri\Rodri,es ESP,MF,Manchester City,eng Premier League,24,1996,30.5,2,31,7,22.6,1.02,0.23,0.03,0.14,19.4,0,1,1,2.5,1.7,0.06,-0.5,-0.7
Rodrigo\Rodrigo,es ESP,MFFW,Leeds United,eng Premier League,29,1991,14.3,7,48,17,35.4,3.35,1.19,0.15,0.41,15.1,1,0,0,6.3,6.3,0.13,0.7,0.7
Rodrigo\Rodrigo,es ESP,FWMF,Betis,es La Liga,20,2000,6.0,0,4,0,0.0,0.67,0.00,0.00,,22.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Eibar,es La Liga,26,1994,12.2,1,9,4,44.4,0.74,0.33,0.11,0.25,22.1,0,0,0,0.6,0.6,0.07,0.4,0.4
Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Sevilla,es La Liga,22,1998,5.7,0,10,2,20.0,1.76,0.35,0.00,0.00,23.7,1,0,0,0.5,0.5,0.05,-0.5,-0.5
Ángel Rodríguez\Angel-Rodriguez,es ESP,FWMF,Getafe,es La Liga,33,1987,15.3,5,35,12,34.3,2.29,0.79,0.11,0.33,16.2,0,1,2,5.5,4.0,0.11,-0.5,0.0
Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,es La Liga,26,1994,31.8,1,30,9,30.0,0.94,0.28,0.03,0.11,19.0,0,0,0,1.7,1.7,0.06,-0.7,-0.7
James Rodríguez\James-Rodriguez,co COL,FWMF,Everton,eng Premier League,29,1991,19.6,6,37,19,51.4,1.89,0.97,0.16,0.32,19.5,4,0,0,3.4,3.4,0.09,2.6,2.6
Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,Burnley,eng Premier League,31,1989,14.1,1,30,9,30.0,2.13,0.64,0.03,0.11,17.3,0,0,0,2.6,2.6,0.09,-1.6,-1.6
Miguel Rodríguez\Miguel-Rodriguez,es ESP,FWMF,Celta Vigo,es La Liga,17,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Torino,it Serie A,27,1992,13.8,0,13,2,15.4,0.95,0.15,0.00,0.00,25.8,8,0,0,0.5,0.5,0.04,-0.5,-0.5
Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Elche,es La Liga,31,1989,4.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rodrygo\Rodrygo,br BRA,FW,Real Madrid,es La Liga,19,2001,10.9,1,26,5,19.2,2.38,0.46,0.04,0.20,15.8,1,0,0,2.5,2.5,0.10,-1.5,-1.5
Marko Rog\Marko-Rog,hr CRO,MF,Cagliari,it Serie A,25,1995,12.9,0,8,2,25.0,0.62,0.15,0.00,0.00,25.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Rogério\Rogerio,br BRA,DF,Sassuolo,it Serie A,22,1998,20.9,0,16,3,18.8,0.77,0.14,0.00,0.00,21.7,0,0,0,0.6,0.6,0.03,-0.6,-0.6
Luis Rojas\Luis-Rojas,cl CHI,MFFW,Crotone,it Serie A,18,2002,1.2,0,1,0,0.0,0.87,0.00,0.00,,25.5,0,0,0,0.0,0.0,0.04,0.0,0.0
Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,25,1995,21.2,1,15,3,20.0,0.71,0.14,0.07,0.33,6.6,0,0,0,2.3,2.3,0.15,-1.3,-1.3
Cristian Romero\Cristian-Romero,ar ARG,DF,Atalanta,it Serie A,22,1998,28.3,2,14,7,50.0,0.50,0.25,0.14,0.29,9.4,0,0,0,1.8,1.8,0.13,0.2,0.2
Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,28,1991,19.6,1,14,4,28.6,0.71,0.20,0.07,0.25,24.0,0,0,0,0.4,0.4,0.03,0.6,0.6
Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Juventus,it Serie A,35,1985,31.1,29,162,60,37.0,5.20,1.93,0.14,0.38,17.6,17,6,8,26.5,20.4,0.13,2.5,2.6
Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,es La Liga,33,1987,13.7,1,13,2,15.4,0.95,0.15,0.08,0.50,25.0,0,0,0,0.5,0.5,0.04,0.5,0.5
Valentin Rongier\Valentin-Rongier,fr FRA,MF,Marseille,fr Ligue 1,25,1994,21.0,1,17,6,35.3,0.81,0.29,0.06,0.17,22.8,0,0,0,1.0,1.0,0.06,0.0,0.0
Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,29,1991,33.6,1,18,3,16.7,0.54,0.09,0.06,0.33,25.5,0,0,0,0.7,0.7,0.04,0.3,0.3
Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,27,1993,13.7,0,11,2,18.2,0.81,0.15,0.00,0.00,22.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Nolan Roux\Nolan-Roux,fr FRA,FW,Nîmes,fr Ligue 1,32,1988,7.2,0,10,1,10.0,1.38,0.14,0.00,0.00,21.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Nicolò Rovella\Nicolo-Rovella,it ITA,MF,Genoa,it Serie A,18,2001,13.2,0,11,2,18.2,0.83,0.15,0.00,0.00,21.0,2,0,0,0.7,0.7,0.06,-0.7,-0.7
Amir Rrahmani\Amir-Rrahmani,xk KVX,DF,Napoli,it Serie A,26,1994,12.2,1,5,2,40.0,0.41,0.16,0.20,0.50,8.7,0,0,0,0.6,0.6,0.12,0.4,0.4
Rubén\Ruben,es ESP,GKMF,Osasuna,es La Liga,36,1984,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Waldo Rubio\Waldo-Rubio,es ESP,FW,Valladolid,es La Liga,24,1995,4.2,1,8,1,12.5,1.92,0.24,0.00,0.00,23.1,0,1,1,1.0,0.3,0.03,0.0,-0.3
John Ruddy\John-Ruddy,eng ENG,GK,Wolves,eng Premier League,33,1986,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,eng Premier League,27,1993,19.0,1,14,6,42.9,0.74,0.32,0.07,0.17,17.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1
Sebastian Rudy\Sebastian-Rudy,de GER,MFDF,Hoffenheim,de Bundesliga,30,1990,18.6,1,15,8,53.3,0.80,0.43,0.07,0.13,22.0,2,0,0,0.6,0.6,0.04,0.4,0.4
Sebastian Rudy\Sebastian-Rudy,de GER,DF,Schalke 04,de Bundesliga,30,1990,2.0,0,1,0,0.0,0.50,0.00,0.00,,24.5,0,0,0,0.0,0.0,0.01,0.0,0.0
Kevin Rüegg\Kevin-Ruegg,ch SUI,DFMF,Hellas Verona,it Serie A,21,1998,2.3,0,1,1,100.0,0.44,0.44,0.00,0.00,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0
Daniele Rugani\Daniele-Rugani,it ITA,DF,Rennes,fr Ligue 1,26,1994,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,8.0,0,0,0,0.0,0.0,0.04,0.0,0.0
Daniele Rugani\Daniele-Rugani,it ITA,DF,Cagliari,it Serie A,26,1994,11.1,1,3,1,33.3,0.27,0.09,0.33,1.00,6.0,0,0,0,0.4,0.4,0.13,0.6,0.6
Matteo Ruggeri\Matteo-Ruggeri,it ITA,DF,Atalanta,it Serie A,18,2002,2.3,0,1,0,0.0,0.43,0.00,0.00,,16.0,0,0,0,0.0,0.0,0.03,0.0,0.0
Mário Rui\Mario-Rui,pt POR,DF,Napoli,it Serie A,29,1991,18.5,0,19,2,10.5,1.02,0.11,0.00,0.00,22.7,2,0,0,0.7,0.7,0.04,-0.7,-0.7
Aitor Ruibal\Aitor-Ruibal,es ESP,FWMF,Betis,es La Liga,24,1996,17.7,2,34,13,38.2,1.92,0.73,0.06,0.15,17.3,0,0,0,2.6,2.6,0.08,-0.6,-0.6
Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MF,Napoli,it Serie A,24,1996,28.5,3,43,15,34.9,1.51,0.53,0.07,0.20,21.3,1,0,0,2.6,2.6,0.06,0.4,0.4
Isma Ruiz\Isma-Ruiz,es ESP,MF,Granada,es La Liga,19,2001,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kays Ruiz\Kays-Ruiz,ma MAR,FWMF,Paris S-G,fr Ligue 1,17,2002,2.1,0,2,0,0.0,0.97,0.00,0.00,,22.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Víctor Ruiz\Victor-Ruiz,es ESP,DF,Betis,es La Liga,31,1989,24.0,2,4,4,100.0,0.17,0.17,0.50,0.50,10.5,0,0,0,1.2,1.2,0.29,0.8,0.8
Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Villarreal,es La Liga,28,1992,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Georginio Rutter\Georginio-Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,18,2002,2.7,1,7,3,42.9,2.61,1.12,0.14,0.33,15.7,0,0,0,0.4,0.4,0.06,0.6,0.6
Georginio Rutter\Georginio-Rutter,fr FRA,FWMF,Rennes,fr Ligue 1,18,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mathew Ryan\Mathew-Ryan,au AUS,GK,Arsenal,eng Premier League,28,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,eng Premier League,28,1992,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Julian Ryerson\Julian-Ryerson,no NOR,DFMF,Union Berlin,de Bundesliga,22,1997,11.9,0,6,0,0.0,0.51,0.00,0.00,,22.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Schalke 04,de Bundesliga,27,1992,10.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,FW,Wolfsburg,de Bundesliga,26,1994,5.2,1,10,2,20.0,1.92,0.38,0.10,0.50,16.9,0,0,0,0.5,0.5,0.05,0.5,0.5
Roli Pereira de Sa\Roli-Pereira-de-Sa,fr FRA,MFFW,Nantes,fr Ligue 1,23,1996,0.6,0,4,0,0.0,6.43,0.00,0.00,,23.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Idriss Saadi\Idriss-Saadi,dz ALG,FWMF,Strasbourg,fr Ligue 1,28,1992,1.4,0,5,2,40.0,3.60,1.44,0.00,0.00,10.6,0,0,0,1.3,1.3,0.26,-1.3,-1.3
Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,27,1993,32.3,1,13,2,15.4,0.40,0.06,0.08,0.50,22.0,0,0,0,0.8,0.8,0.06,0.2,0.2
Mathys Saban\Mathys-Saban,fr FRA,FW,Saint-Étienne,fr Ligue 1,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marcel Sabitzer\Marcel-Sabitzer,at AUT,MF,RB Leipzig,de Bundesliga,26,1994,22.5,8,56,21,37.5,2.49,0.93,0.07,0.19,23.6,5,4,4,7.2,4.2,0.07,0.8,-0.2
Alexis Saelemaekers\Alexis-Saelemaekers,be BEL,FW,Milan,it Serie A,21,1999,22.4,2,28,7,25.0,1.25,0.31,0.07,0.29,17.7,0,0,0,2.9,2.9,0.10,-0.9,-0.9
Modibo Sagnan\Modibo-Sagnan,ml MLI,DF,Real Sociedad,es La Liga,21,1999,6.9,0,5,1,20.0,0.72,0.14,0.00,0.00,24.1,1,0,0,0.6,0.6,0.12,-0.6,-0.6
Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Newcastle Utd,eng Premier League,23,1997,17.3,3,30,12,40.0,1.73,0.69,0.10,0.25,19.8,0,0,0,2.6,2.6,0.09,0.4,0.4
Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,es La Liga,19,2001,5.0,1,8,4,50.0,1.59,0.79,0.13,0.25,16.0,0,0,0,1.1,1.1,0.14,-0.1,-0.1
Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,eng Premier League,30,1990,26.7,3,30,12,40.0,1.12,0.45,0.10,0.25,12.5,2,0,0,3.5,3.5,0.12,-0.5,-0.5
Bukayo Saka\Bukayo-Saka,eng ENG,FWDF,Arsenal,eng Premier League,18,2001,28.4,5,61,21,34.4,2.15,0.74,0.08,0.24,15.7,1,0,0,6.9,6.9,0.11,-1.9,-1.9
Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,fr Ligue 1,30,1990,26.5,0,3,1,33.3,0.11,0.04,0.00,0.00,8.9,0,0,0,0.3,0.3,0.10,-0.3,-0.3
Moïse Sakava\Moise-Sakava,cm CMR,MF,Reims,fr Ligue 1,19,2000,0.1,0,1,0,0.0,11.25,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.03,0.0,0.0
Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,eng Premier League,30,1990,3.1,0,1,0,0.0,0.33,0.00,0.00,,12.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Jacopo Sala\Jacopo-Sala,it ITA,DF,Spezia,it Serie A,28,1991,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,eng Premier League,28,1992,34.2,22,120,46,38.3,3.51,1.35,0.13,0.35,15.8,1,6,6,20.9,16.4,0.14,1.1,-0.4
Eddy Salcedo\Eddy-Salcedo,it ITA,FWMF,Hellas Verona,it Serie A,18,2001,8.4,2,21,10,47.6,2.50,1.19,0.10,0.20,14.2,0,0,0,2.8,2.8,0.13,-0.8,-0.8
William Saliba\William-Saliba,fr FRA,DF,Nice,fr Ligue 1,19,2001,20.0,1,6,1,16.7,0.30,0.05,0.17,1.00,7.9,0,0,0,0.6,0.6,0.10,0.4,0.4
Romain Salin\Romain-Salin,fr FRA,GK,Rennes,fr Ligue 1,36,1984,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mohammed Salisu\Mohammed-Salisu,gh GHA,DF,Southampton,eng Premier League,21,1999,9.4,0,4,1,25.0,0.43,0.11,0.00,0.00,11.4,0,0,0,0.4,0.4,0.10,-0.4,-0.4
Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,23,1997,18.5,8,46,20,43.5,2.49,1.08,0.15,0.35,15.7,3,1,1,6.8,6.1,0.13,1.2,0.9
Salvi\Salvi,es ESP,MFFW,Cádiz,es La Liga,29,1991,21.5,2,16,5,31.3,0.74,0.23,0.13,0.40,18.2,0,0,0,1.9,1.9,0.12,0.1,0.1
Lazar Samardzic\Lazar-Samardzic,de GER,MFFW,RB Leipzig,de Bundesliga,18,2002,2.2,0,1,0,0.0,0.45,0.00,0.00,,27.1,0,0,0,0.0,0.0,0.03,0.0,0.0
Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,Hoffenheim,de Bundesliga,24,1996,28.5,0,15,1,6.7,0.53,0.04,0.00,0.00,23.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6
Mama Samba Baldé\Mama-Samba-Balde,gw GNB,FW,Dijon,fr Ligue 1,24,1995,24.0,7,59,19,32.2,2.46,0.79,0.12,0.37,14.6,0,0,0,7.5,7.5,0.13,-0.5,-0.5
Junior Sambia\Junior-Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,23,1996,27.2,1,19,8,42.1,0.70,0.29,0.05,0.13,22.6,5,0,0,1.1,1.1,0.06,-0.1,-0.1
Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,34,1986,12.6,0,10,2,20.0,0.80,0.16,0.00,0.00,17.2,1,0,0,1.2,1.2,0.12,-1.2,-1.2
Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,es La Liga,23,1997,16.2,0,3,0,0.0,0.18,0.00,0.00,,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Torino,it Serie A,24,1996,10.9,5,19,11,57.9,1.75,1.01,0.26,0.45,14.4,0,0,0,3.0,3.0,0.16,2.0,2.0
Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,es La Liga,24,1996,10.4,3,24,12,50.0,2.32,1.16,0.13,0.25,11.6,0,0,0,4.3,4.3,0.18,-1.3,-1.3
Oihan Sancet\Oihan-Sancet,es ESP,FWMF,Athletic Club,es La Liga,20,2000,11.5,2,18,6,33.3,1.57,0.52,0.11,0.33,12.1,0,0,0,2.9,2.9,0.16,-0.9,-0.9
Renato Sanches\Renato-Sanches,pt POR,MF,Lille,fr Ligue 1,22,1997,14.1,1,21,3,14.3,1.49,0.21,0.05,0.33,22.2,2,0,0,2.3,2.3,0.11,-1.3,-1.3
Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DFMF,Elche,es La Liga,30,1990,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alexis Sánchez\Alexis-Sanchez,cl CHI,FW,Inter,it Serie A,31,1988,12.7,7,28,15,53.6,2.20,1.18,0.25,0.47,15.6,4,0,1,5.6,4.8,0.17,1.4,2.2
Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,24,1996,16.5,0,6,0,0.0,0.36,0.00,0.00,,9.3,0,0,0,1.1,1.1,0.18,-1.1,-1.1
Germán Sánchez\German-Sanchez,es ESP,DF,Granada,es La Liga,33,1986,29.3,3,14,5,35.7,0.48,0.17,0.21,0.60,8.4,0,0,0,1.9,1.9,0.14,1.1,1.1
