Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Touches_Live,Drib_Succ,Drib_Att,Drib_Succ%,Drib_Past,Megs,Carries,TotDist,PrgDist,Prog_Carries,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_Rec,Name_no_spec_chars
Tariq Lamptey,ENG,DF,Brighton,Premier League,19.0,2000.0,9.8,635.0,18.0,169.0,278.0,249.0,33.0,544.0,17.0,34.0,50.0,18.0,2.0,417.0,2572.0,1683.0,85.0,31.0,13.0,16.0,15.0,466.0,384.0,82.4,37.0,Tariq Lamptey
Loïck Landre,FRA,DF,Nîmes,Ligue 1,28.0,1992.0,18.1,952.0,136.0,588.0,416.0,15.0,13.0,916.0,3.0,3.0,100.0,3.0,0.0,584.0,3452.0,2142.0,28.0,0.0,1.0,1.0,3.0,641.0,627.0,97.8,3.0,Loick Landre
Michael Langer,AUT,GK,Schalke 04,Bundesliga,35.0,1985.0,2.7,91.0,79.0,91.0,0.0,0.0,0.0,62.0,0.0,0.0,,0.0,0.0,32.0,106.0,46.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,100.0,0.0,Michael Langer
Manuel Lanzini,ARG,MFFW,West Ham,Premier League,27.0,1993.0,6.3,444.0,13.0,91.0,240.0,152.0,16.0,436.0,8.0,12.0,66.7,8.0,0.0,337.0,1884.0,839.0,32.0,14.0,1.0,7.0,13.0,399.0,330.0,82.7,28.0,Manuel Lanzini
Gianluca Lapadula,PER,FW,Benevento,Serie A,30.0,1990.0,28.5,819.0,19.0,57.0,370.0,441.0,181.0,761.0,13.0,18.0,72.2,13.0,1.0,470.0,2395.0,1369.0,79.0,27.0,25.0,72.0,45.0,1232.0,565.0,45.9,227.0,Gianluca Lapadula
Aymeric Laporte,ESP,DF,Manchester City,Premier League,26.0,1994.0,14.9,1365.0,110.0,530.0,887.0,69.0,9.0,1336.0,3.0,3.0,100.0,3.0,0.0,1013.0,6153.0,4084.0,140.0,21.0,0.0,3.0,2.0,1109.0,1093.0,98.6,2.0,Aymeric Laporte
Julien Laporte,FRA,DF,Lorient,Ligue 1,26.0,1993.0,29.5,1798.0,228.0,1067.0,802.0,30.0,14.0,1760.0,4.0,5.0,80.0,4.0,0.0,1057.0,5916.0,3250.0,68.0,5.0,0.0,5.0,5.0,1123.0,1104.0,98.3,1.0,Julien Laporte
Danilo Larangeira,BRA,DF,Bologna,Serie A,36.0,1984.0,34.8,2085.0,464.0,1158.0,992.0,43.0,22.0,1976.0,2.0,3.0,66.7,2.0,0.0,1124.0,6492.0,3741.0,52.0,6.0,0.0,1.0,2.0,1288.0,1263.0,98.1,5.0,Danilo Larangeira
Gautier Larsonneur,FRA,GK,Brest,Ligue 1,23.0,1997.0,35.0,1361.0,1204.0,1358.0,6.0,0.0,0.0,976.0,1.0,1.0,100.0,1.0,0.0,664.0,3190.0,1911.0,0.0,0.0,0.0,1.0,0.0,605.0,603.0,99.7,0.0,Gautier Larsonneur
Kevin Lasagna,ITA,FW,Udinese,Serie A,27.0,1992.0,12.3,354.0,8.0,28.0,138.0,203.0,77.0,336.0,7.0,16.0,43.8,8.0,1.0,209.0,1085.0,422.0,28.0,7.0,9.0,28.0,14.0,487.0,240.0,49.3,96.0,Kevin Lasagna
Kevin Lasagna,ITA,FW,Hellas Verona,Serie A,27.0,1992.0,14.1,444.0,9.0,30.0,221.0,226.0,69.0,415.0,7.0,19.0,36.8,10.0,0.0,263.0,1440.0,783.0,39.0,16.0,10.0,49.0,32.0,765.0,317.0,41.4,126.0,Kevin Lasagna
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,26.0,1993.0,18.1,806.0,180.0,544.0,246.0,36.0,17.0,790.0,2.0,3.0,66.7,2.0,0.0,404.0,1765.0,687.0,14.0,0.0,0.0,2.0,1.0,474.0,454.0,95.8,3.0,Jamaal Lascelles
Paul Lasne,FRA,MF,Brest,Ligue 1,31.0,1989.0,18.7,1238.0,78.0,470.0,704.0,120.0,11.0,1219.0,3.0,4.0,75.0,4.0,0.0,804.0,3726.0,1672.0,54.0,13.0,4.0,13.0,7.0,898.0,863.0,96.1,15.0,Paul Lasne
Toni Lato,ESP,DF,Valencia,La Liga,22.0,1997.0,8.1,440.0,27.0,168.0,191.0,100.0,6.0,380.0,6.0,7.0,85.7,6.0,0.0,228.0,972.0,446.0,18.0,6.0,1.0,5.0,4.0,281.0,243.0,86.5,17.0,Toni Lato
Danny Latza,GER,MF,Mainz 05,Bundesliga,30.0,1989.0,20.0,989.0,46.0,250.0,512.0,273.0,31.0,936.0,16.0,23.0,69.6,16.0,3.0,552.0,2440.0,1052.0,48.0,14.0,2.0,23.0,27.0,683.0,528.0,77.3,45.0,Danny Latza
Armand Lauriente,FRA,FWMF,Lorient,Ligue 1,21.0,1998.0,18.0,860.0,9.0,99.0,405.0,457.0,70.0,794.0,54.0,82.0,65.9,57.0,2.0,679.0,4235.0,2736.0,132.0,52.0,27.0,48.0,61.0,863.0,607.0,70.3,124.0,Armand Lauriente
Vincent Laurini,FRA,DF,Parma,Serie A,31.0,1989.0,9.7,584.0,38.0,210.0,310.0,108.0,1.0,500.0,1.0,3.0,33.3,1.0,0.0,305.0,1746.0,1148.0,45.0,12.0,0.0,5.0,3.0,368.0,347.0,94.3,5.0,Vincent Laurini
Lauti,URU,MFFW,Celta Vigo,La Liga,19.0,2001.0,0.2,6.0,1.0,1.0,4.0,2.0,1.0,6.0,0.0,0.0,,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,5.0,62.5,0.0,Lauti
Wesley Lautoa,NCL,MFDF,Dijon,Ligue 1,32.0,1987.0,17.9,994.0,69.0,408.0,571.0,65.0,8.0,977.0,8.0,10.0,80.0,8.0,0.0,587.0,2643.0,1413.0,22.0,3.0,0.0,10.0,15.0,691.0,653.0,94.5,10.0,Wesley Lautoa
Valentino Lazaro,AUT,DFFW,M'Gladbach,Bundesliga,24.0,1996.0,13.8,721.0,28.0,160.0,359.0,243.0,37.0,648.0,12.0,25.0,48.0,13.0,0.0,424.0,2075.0,1023.0,54.0,16.0,9.0,14.0,14.0,554.0,449.0,81.0,50.0,Valentino Lazaro
Darko Lazović,SRB,DF,Hellas Verona,Serie A,29.0,1990.0,27.8,1614.0,60.0,300.0,721.0,683.0,79.0,1369.0,18.0,36.0,50.0,20.0,5.0,912.0,4493.0,2875.0,148.0,47.0,18.0,29.0,29.0,1177.0,1002.0,85.1,92.0,Darko Lazovic
Manuel Lazzari,ITA,DF,Lazio,Serie A,26.0,1993.0,29.0,1448.0,47.0,325.0,609.0,646.0,70.0,1239.0,27.0,53.0,50.9,31.0,1.0,969.0,7336.0,5124.0,220.0,74.0,24.0,31.0,29.0,1123.0,927.0,82.5,94.0,Manuel Lazzari
Jérémy Le Douaron,FRA,FWMF,Brest,Ligue 1,22.0,1998.0,9.1,346.0,16.0,58.0,141.0,168.0,30.0,341.0,9.0,22.0,40.9,9.0,0.0,209.0,904.0,452.0,25.0,9.0,4.0,30.0,30.0,329.0,219.0,66.6,77.0,Jeremy Le Douaron
Enzo Le Fée,FRA,MFFW,Lorient,Ligue 1,20.0,2000.0,20.2,1172.0,23.0,214.0,718.0,346.0,18.0,1088.0,35.0,61.0,57.4,38.0,2.0,783.0,4405.0,2466.0,123.0,43.0,3.0,43.0,46.0,945.0,793.0,83.9,75.0,Enzo Le Fee
Vincent Le Goff,FRA,DF,Lorient,Ligue 1,30.0,1989.0,25.6,1502.0,59.0,449.0,785.0,360.0,20.0,1245.0,10.0,19.0,52.6,12.0,0.0,809.0,4137.0,2421.0,114.0,43.0,4.0,14.0,16.0,958.0,852.0,88.9,45.0,Vincent Le Goff
Maxime Le Marchand,FRA,DF,Fulham,Premier League,30.0,1989.0,1.4,92.0,18.0,59.0,33.0,4.0,0.0,90.0,0.0,0.0,,0.0,0.0,60.0,268.0,147.0,2.0,1.0,0.0,0.0,0.0,70.0,69.0,98.6,0.0,Maxime Le Marchand
Robin Le Normand,FRA,DF,Real Sociedad,La Liga,23.0,1996.0,30.5,1955.0,262.0,1051.0,989.0,70.0,31.0,1907.0,2.0,3.0,66.7,2.0,0.0,1211.0,7768.0,4325.0,86.0,16.0,0.0,5.0,7.0,1305.0,1275.0,97.7,7.0,Robin Le Normand
Damien Le Tallec,FRA,MFDF,Montpellier,Ligue 1,30.0,1990.0,13.6,557.0,55.0,185.0,314.0,81.0,21.0,544.0,2.0,2.0,100.0,2.0,0.0,251.0,1335.0,583.0,21.0,4.0,0.0,7.0,5.0,339.0,310.0,91.4,22.0,Damien Le Tallec
James Lea Siliki,CMR,MF,Rennes,Ligue 1,24.0,1996.0,2.8,179.0,3.0,23.0,104.0,63.0,6.0,179.0,1.0,5.0,20.0,1.0,0.0,109.0,611.0,334.0,12.0,5.0,0.0,3.0,1.0,161.0,143.0,88.8,24.0,James Lea Siliki
Rafael Leão,POR,FW,Milan,Serie A,21.0,1999.0,21.4,713.0,16.0,74.0,315.0,396.0,121.0,690.0,34.0,54.0,63.0,35.0,1.0,493.0,3702.0,2309.0,106.0,34.0,32.0,55.0,25.0,907.0,543.0,59.9,159.0,Rafael Leao
Jean-Louis Leca,FRA,GK,Lens,Ligue 1,34.0,1985.0,36.8,1112.0,1004.0,1110.0,2.0,0.0,0.0,765.0,0.0,0.0,,0.0,0.0,488.0,2376.0,1234.0,0.0,0.0,0.0,0.0,0.0,439.0,436.0,99.3,0.0,Jean Louis Leca
Mathew Leckie,AUS,FWDF,Hertha BSC,Bundesliga,29.0,1991.0,5.6,302.0,12.0,70.0,149.0,110.0,20.0,282.0,5.0,14.0,35.7,6.0,1.0,182.0,1095.0,500.0,21.0,9.0,2.0,14.0,15.0,244.0,174.0,71.3,29.0,Mathew Leckie
Benjamin Lecomte,FRA,GK,Monaco,Ligue 1,29.0,1991.0,28.0,1063.0,857.0,1043.0,22.0,1.0,1.0,821.0,0.0,0.0,,0.0,0.0,529.0,2539.0,1141.0,1.0,0.0,0.0,1.0,0.0,567.0,565.0,99.6,0.0,Benjamin Lecomte
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,27.0,1993.0,32.0,1101.0,932.0,1099.0,3.0,0.0,0.0,648.0,2.0,2.0,100.0,2.0,0.0,384.0,3242.0,2080.0,0.0,0.0,0.0,0.0,1.0,278.0,275.0,98.9,0.0,Jeremias Ledesma
Pierre Lees-Melou,FRA,MF,Nice,Ligue 1,27.0,1993.0,22.9,1513.0,69.0,403.0,842.0,373.0,39.0,1484.0,14.0,27.0,51.9,17.0,0.0,1017.0,5324.0,2845.0,112.0,42.0,2.0,20.0,20.0,1203.0,1067.0,88.7,77.0,Pierre Lees Melou
Lucas Leiva,BRA,MF,Lazio,Serie A,33.0,1987.0,23.7,1710.0,79.0,509.0,1080.0,210.0,11.0,1661.0,6.0,14.0,42.9,6.0,0.0,1017.0,4995.0,2600.0,89.0,27.0,0.0,7.0,15.0,1159.0,1106.0,95.4,22.0,Lucas Leiva
Florian Lejeune,FRA,DF,Alavés,La Liga,29.0,1991.0,33.5,1802.0,309.0,1084.0,729.0,72.0,32.0,1721.0,10.0,12.0,83.3,10.0,1.0,925.0,4234.0,1946.0,29.0,2.0,0.0,5.0,6.0,1024.0,994.0,97.1,6.0,Florian Lejeune
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,27.0,1993.0,7.2,512.0,38.0,136.0,265.0,152.0,6.0,423.0,16.0,28.0,57.1,16.0,0.0,304.0,1652.0,928.0,44.0,15.0,3.0,13.0,6.0,314.0,288.0,91.7,14.0,Inigo Lekue
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,24.0,1995.0,15.2,985.0,19.0,138.0,510.0,413.0,32.0,925.0,41.0,47.0,87.2,41.0,1.0,735.0,3927.0,1941.0,106.0,40.0,5.0,21.0,30.0,864.0,718.0,83.1,91.0,Thomas Lemar
Mario Lemina,GAB,MF,Fulham,Premier League,26.0,1993.0,18.9,1099.0,54.0,345.0,651.0,187.0,11.0,1082.0,28.0,39.0,71.8,30.0,3.0,710.0,4144.0,2114.0,85.0,18.0,1.0,17.0,25.0,758.0,702.0,92.6,19.0,Mario Lemina
Fabien Lemoine,FRA,MF,Lorient,Ligue 1,33.0,1987.0,21.5,1681.0,66.0,476.0,1083.0,215.0,21.0,1644.0,7.0,13.0,53.8,7.0,0.0,1088.0,4686.0,2070.0,77.0,21.0,3.0,23.0,15.0,1259.0,1177.0,93.5,29.0,Fabien Lemoine
Clément Lenglet,FRA,DF,Barcelona,La Liga,25.0,1995.0,27.5,2506.0,272.0,1002.0,1455.0,231.0,17.0,2456.0,11.0,16.0,68.8,11.0,0.0,1894.0,9951.0,5859.0,197.0,53.0,1.0,9.0,5.0,2010.0,1981.0,98.6,8.0,Clement Lenglet
Bernd Leno,GER,GK,Arsenal,Premier League,28.0,1992.0,34.8,1228.0,1033.0,1209.0,20.0,1.0,1.0,935.0,0.0,0.0,,0.0,0.0,644.0,2375.0,1298.0,0.0,0.0,0.0,0.0,0.0,616.0,613.0,99.5,0.0,Bernd Leno
Christopher Lenz,GER,DF,Union Berlin,Bundesliga,25.0,1994.0,25.0,1601.0,75.0,525.0,739.0,422.0,19.0,1327.0,13.0,21.0,61.9,13.0,2.0,792.0,4305.0,2416.0,114.0,30.0,6.0,25.0,20.0,936.0,821.0,87.7,57.0,Christopher Lenz
Pedro León,ESP,MFFW,Eibar,La Liga,33.0,1986.0,10.4,482.0,3.0,44.0,198.0,267.0,18.0,416.0,14.0,21.0,66.7,16.0,0.0,277.0,1535.0,663.0,37.0,12.0,3.0,30.0,5.0,403.0,292.0,72.5,56.0,Pedro Leon
Sergio León,ESP,FW,Levante,La Liga,31.0,1989.0,8.3,239.0,4.0,26.0,114.0,113.0,36.0,231.0,8.0,16.0,50.0,9.0,0.0,141.0,495.0,253.0,12.0,6.0,3.0,30.0,13.0,339.0,157.0,46.3,45.0,Sergio Leon
Lukas Lerager,DEN,MF,Genoa,Serie A,27.0,1993.0,12.9,620.0,32.0,143.0,347.0,153.0,11.0,606.0,10.0,16.0,62.5,10.0,0.0,364.0,1370.0,585.0,25.0,10.0,1.0,13.0,8.0,447.0,368.0,82.3,28.0,Lukas Lerager
Mehdi Léris,FRA,DFMF,Sampdoria,Serie A,22.0,1998.0,4.3,313.0,20.0,78.0,137.0,125.0,16.0,291.0,5.0,13.0,38.5,5.0,0.0,210.0,1280.0,810.0,32.0,12.0,5.0,12.0,4.0,228.0,184.0,80.7,25.0,Mehdi Leris
Khanya Leshabela,RSA,MF,Leicester City,Premier League,20.0,1999.0,0.1,10.0,0.0,2.0,7.0,3.0,0.0,10.0,0.0,0.0,,0.0,0.0,6.0,86.0,65.0,2.0,1.0,0.0,0.0,0.0,8.0,7.0,87.5,1.0,Khanya Leshabela
Karlo Letica,CRO,GK,Sampdoria,Serie A,23.0,1997.0,1.0,36.0,35.0,36.0,0.0,0.0,0.0,28.0,0.0,0.0,,0.0,0.0,23.0,66.0,35.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,100.0,0.0,Karlo Letica
Gaetano Letizia,ITA,DF,Benevento,Serie A,30.0,1990.0,17.4,1049.0,78.0,384.0,468.0,259.0,17.0,901.0,10.0,18.0,55.6,12.0,0.0,649.0,3576.0,2180.0,82.0,31.0,2.0,9.0,8.0,647.0,601.0,92.9,27.0,Gaetano Letizia
Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,31.0,1988.0,27.3,1050.0,11.0,47.0,399.0,661.0,236.0,1012.0,25.0,45.0,55.6,26.0,1.0,687.0,3310.0,1499.0,96.0,29.0,24.0,68.0,52.0,1403.0,837.0,59.7,255.0,Robert Lewandowski
Jamal Lewis,NIR,DF,Newcastle Utd,Premier League,22.0,1998.0,20.4,1010.0,70.0,411.0,431.0,241.0,9.0,855.0,14.0,27.0,51.9,14.0,1.0,558.0,2879.0,1372.0,43.0,18.0,1.0,6.0,16.0,585.0,533.0,91.1,22.0,Jamal Lewis
Aaron Leya Iseka,BEL,FW,Metz,Ligue 1,22.0,1997.0,11.2,319.0,11.0,33.0,180.0,129.0,35.0,308.0,14.0,23.0,60.9,16.0,0.0,205.0,849.0,430.0,30.0,12.0,10.0,32.0,20.0,543.0,252.0,46.4,62.0,Aaron Leya Iseka
Yanis Lhery,FRA,MFFW,Saint-Étienne,Ligue 1,17.0,2003.0,0.3,4.0,0.0,0.0,2.0,3.0,2.0,4.0,1.0,1.0,100.0,1.0,0.0,3.0,22.0,21.0,1.0,1.0,0.0,1.0,1.0,7.0,3.0,42.9,2.0,Yanis Lhery
Dimitri Liénard,FRA,MF,Strasbourg,Ligue 1,32.0,1988.0,20.3,1348.0,20.0,235.0,771.0,426.0,19.0,1214.0,15.0,23.0,65.2,16.0,0.0,884.0,4814.0,2388.0,104.0,39.0,1.0,23.0,17.0,1006.0,891.0,88.6,56.0,Dimitri Lienard
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,24.0,1996.0,33.3,2197.0,323.0,1468.0,857.0,70.0,17.0,2119.0,6.0,10.0,60.0,7.0,0.0,1452.0,10275.0,5566.0,52.0,7.0,1.0,8.0,2.0,1566.0,1528.0,97.6,6.0,Philipp Lienhart
Matthijs de Ligt,NED,DF,Juventus,Serie A,20.0,1999.0,24.7,1923.0,264.0,860.0,1069.0,103.0,30.0,1875.0,5.0,7.0,71.4,6.0,0.0,1342.0,7145.0,3291.0,80.0,15.0,0.0,6.0,4.0,1463.0,1432.0,97.9,3.0,Matthijs de Ligt
Isaac Lihadji,FRA,MFDF,Lille,Ligue 1,18.0,2002.0,2.2,147.0,2.0,11.0,65.0,80.0,10.0,138.0,10.0,17.0,58.8,10.0,0.0,109.0,546.0,361.0,20.0,5.0,5.0,7.0,7.0,130.0,95.0,73.1,17.0,Isaac Lihadji
Dimitris Limnios,GRE,MFFW,Köln,Bundesliga,22.0,1998.0,4.2,188.0,4.0,31.0,84.0,92.0,13.0,180.0,6.0,12.0,50.0,7.0,1.0,131.0,902.0,525.0,19.0,8.0,3.0,9.0,5.0,180.0,128.0,71.1,28.0,Dimitris Limnios
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,26.0,1994.0,28.7,2036.0,331.0,1121.0,963.0,89.0,10.0,1987.0,2.0,4.0,50.0,2.0,0.0,1310.0,9111.0,5041.0,113.0,24.0,0.0,2.0,6.0,1485.0,1464.0,98.6,3.0,Victor Lindelof
Karol Linetty,POL,MF,Torino,Serie A,25.0,1995.0,20.4,939.0,38.0,222.0,527.0,258.0,35.0,913.0,15.0,31.0,48.4,17.0,0.0,642.0,3136.0,1846.0,74.0,20.0,6.0,29.0,31.0,740.0,623.0,84.2,65.0,Karol Linetty
Jesse Lingard,ENG,MFFW,West Ham,Premier League,27.0,1992.0,15.8,850.0,5.0,74.0,441.0,427.0,51.0,793.0,21.0,49.0,42.9,23.0,3.0,627.0,3971.0,2523.0,120.0,49.0,16.0,30.0,29.0,866.0,661.0,76.3,73.0,Jesse Lingard
Pol Lirola,ESP,DFFW,Fiorentina,Serie A,22.0,1997.0,5.5,352.0,20.0,88.0,168.0,126.0,13.0,308.0,8.0,13.0,61.5,9.0,1.0,204.0,1178.0,788.0,40.0,16.0,7.0,6.0,7.0,257.0,221.0,86.0,12.0,Pol Lirola
Pol Lirola,ESP,DF,Marseille,Ligue 1,22.0,1997.0,17.3,1030.0,47.0,288.0,479.0,353.0,47.0,874.0,34.0,53.0,64.2,37.0,0.0,621.0,3779.0,2558.0,111.0,35.0,11.0,25.0,19.0,703.0,590.0,83.9,66.0,Pol Lirola
Jake Livermore,ENG,MF,West Brom,Premier League,30.0,1989.0,13.8,523.0,49.0,158.0,315.0,69.0,8.0,519.0,2.0,6.0,33.3,2.0,0.0,258.0,1000.0,404.0,15.0,4.0,0.0,6.0,8.0,280.0,244.0,87.1,9.0,Jake Livermore
Diego Llorente,ESP,DF,Leeds United,Premier League,26.0,1993.0,13.4,839.0,158.0,559.0,311.0,20.0,9.0,823.0,5.0,5.0,100.0,5.0,0.0,509.0,3672.0,2231.0,32.0,2.0,0.0,2.0,7.0,525.0,513.0,97.7,1.0,Diego Llorente
Diego Llorente,ESP,DF,Real Sociedad,La Liga,26.0,1993.0,1.0,65.0,11.0,42.0,28.0,0.0,0.0,63.0,0.0,0.0,,0.0,0.0,40.0,246.0,189.0,5.0,0.0,0.0,0.0,0.0,45.0,44.0,97.8,0.0,Diego Llorente
Fernando Llorente,ESP,FW,Udinese,Serie A,35.0,1985.0,7.9,310.0,18.0,46.0,163.0,106.0,32.0,294.0,3.0,5.0,60.0,3.0,0.0,153.0,414.0,92.0,5.0,1.0,0.0,27.0,11.0,422.0,223.0,52.8,51.0,Fernando Llorente
Fernando Llorente,ESP,FWMF,Napoli,Serie A,35.0,1985.0,0.6,31.0,0.0,1.0,8.0,22.0,12.0,31.0,1.0,2.0,50.0,1.0,0.0,19.0,44.0,15.0,1.0,0.0,0.0,3.0,1.0,41.0,26.0,63.4,14.0,Fernando Llorente
Marcos Llorente,ESP,MFDF,Atlético Madrid,La Liga,25.0,1995.0,32.8,1733.0,47.0,289.0,875.0,673.0,111.0,1689.0,38.0,63.0,60.3,43.0,1.0,1291.0,6594.0,3291.0,157.0,54.0,22.0,39.0,56.0,1497.0,1218.0,81.4,210.0,Marcos Llorente
Hugo Lloris,FRA,GK,Tottenham,Premier League,33.0,1986.0,38.0,1127.0,1022.0,1123.0,4.0,0.0,0.0,750.0,1.0,1.0,100.0,1.0,0.0,456.0,1882.0,1070.0,0.0,0.0,0.0,0.0,0.0,420.0,418.0,99.5,0.0,Hugo Lloris
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,24.0,1996.0,10.5,714.0,16.0,125.0,389.0,251.0,25.0,663.0,14.0,19.0,73.7,14.0,2.0,483.0,2595.0,1456.0,59.0,23.0,6.0,11.0,25.0,584.0,488.0,83.6,38.0,Giovani Lo Celso
Stanislav Lobotka,SVK,MF,Napoli,Serie A,25.0,1994.0,1.7,135.0,1.0,27.0,102.0,15.0,1.0,134.0,2.0,3.0,66.7,2.0,0.0,99.0,562.0,214.0,7.0,3.0,0.0,0.0,0.0,122.0,114.0,93.4,2.0,Stanislav Lobotka
Manuel Locatelli,ITA,MF,Sassuolo,Serie A,22.0,1998.0,32.0,3167.0,163.0,731.0,2034.0,577.0,60.0,3072.0,24.0,36.0,66.7,26.0,0.0,2214.0,9257.0,4824.0,189.0,51.0,9.0,28.0,43.0,2589.0,2465.0,95.2,64.0,Manuel Locatelli
Renan Lodi,BRA,DF,Atlético Madrid,La Liga,22.0,1998.0,12.5,921.0,34.0,219.0,412.0,337.0,40.0,788.0,24.0,30.0,80.0,25.0,0.0,599.0,2889.0,1602.0,76.0,25.0,7.0,22.0,15.0,626.0,568.0,90.7,75.0,Renan Lodi
Ruben Loftus-Cheek,ENG,FW,Chelsea,Premier League,24.0,1996.0,0.7,25.0,0.0,5.0,16.0,5.0,0.0,25.0,0.0,4.0,0.0,0.0,1.0,19.0,84.0,46.0,1.0,1.0,0.0,2.0,1.0,29.0,18.0,62.1,5.0,Ruben Loftus Cheek
Ruben Loftus-Cheek,ENG,MFFW,Fulham,Premier League,24.0,1996.0,21.2,1013.0,21.0,132.0,594.0,370.0,75.0,1003.0,47.0,76.0,61.8,51.0,3.0,750.0,4556.0,2666.0,109.0,38.0,13.0,57.0,40.0,1109.0,752.0,67.8,120.0,Ruben Loftus Cheek
Niklas Lomb,GER,GK,Leverkusen,Bundesliga,27.0,1993.0,1.5,64.0,47.0,64.0,0.0,0.0,0.0,53.0,0.0,0.0,,0.0,0.0,41.0,107.0,64.0,0.0,0.0,0.0,1.0,0.0,37.0,37.0,100.0,0.0,Niklas Lomb
Kevin Long,IRL,DF,Burnley,Premier League,29.0,1990.0,7.1,315.0,42.0,175.0,135.0,10.0,7.0,311.0,0.0,0.0,,0.0,0.0,146.0,473.0,161.0,1.0,0.0,0.0,1.0,0.0,169.0,161.0,95.3,1.0,Kevin Long
Shane Long,IRL,FWMF,Southampton,Premier League,33.0,1987.0,2.3,88.0,1.0,9.0,42.0,41.0,7.0,86.0,3.0,6.0,50.0,3.0,0.0,46.0,121.0,33.0,3.0,0.0,0.0,7.0,9.0,130.0,62.0,47.7,15.0,Shane Long
Matthew Longstaff,ENG,MF,Newcastle Utd,Premier League,20.0,2000.0,4.2,176.0,7.0,56.0,92.0,32.0,1.0,173.0,1.0,1.0,100.0,1.0,0.0,101.0,294.0,98.0,1.0,2.0,0.0,1.0,1.0,123.0,101.0,82.1,2.0,Matthew Longstaff
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,22.0,1997.0,15.7,720.0,31.0,196.0,376.0,178.0,21.0,679.0,4.0,8.0,50.0,5.0,0.0,394.0,1690.0,723.0,23.0,6.0,1.0,9.0,7.0,500.0,433.0,86.6,21.0,Sean Longstaff
Ademola Lookman,ENG,FWMF,Fulham,Premier League,22.0,1997.0,30.5,1593.0,13.0,148.0,718.0,871.0,144.0,1441.0,82.0,129.0,63.6,86.0,9.0,1229.0,6743.0,3891.0,220.0,63.0,41.0,78.0,84.0,1498.0,1097.0,73.2,191.0,Ademola Lookman
Anthony Lopes,POR,GK,Lyon,Ligue 1,29.0,1990.0,38.0,1265.0,1044.0,1237.0,32.0,1.0,0.0,945.0,1.0,1.0,100.0,1.0,0.0,573.0,2365.0,1288.0,1.0,0.0,0.0,1.0,0.0,579.0,577.0,99.7,0.0,Anthony Lopes
Rony Lopes,POR,FWMF,Nice,Ligue 1,24.0,1995.0,19.8,990.0,13.0,113.0,458.0,503.0,72.0,888.0,33.0,57.0,57.9,35.0,4.0,736.0,4061.0,2167.0,133.0,38.0,16.0,47.0,39.0,900.0,709.0,78.8,122.0,Rony Lopes
Pedro López Muñoz,ESP,DF,Huesca,La Liga,36.0,1983.0,11.9,785.0,43.0,280.0,337.0,216.0,6.0,651.0,8.0,16.0,50.0,10.0,1.0,432.0,1999.0,1038.0,44.0,20.0,0.0,6.0,6.0,500.0,451.0,90.2,18.0,Pedro Lopez Munoz
Adrián López,ESP,FWMF,Osasuna,La Liga,32.0,1988.0,5.3,259.0,3.0,20.0,125.0,125.0,29.0,257.0,11.0,20.0,55.0,11.0,1.0,182.0,779.0,396.0,25.0,5.0,4.0,20.0,17.0,340.0,203.0,59.7,50.0,Adrian Lopez
Javi López,ESP,DFMF,Alavés,La Liga,18.0,2002.0,2.8,183.0,5.0,53.0,90.0,48.0,3.0,151.0,4.0,7.0,57.1,4.0,0.0,114.0,620.0,313.0,20.0,5.0,2.0,4.0,7.0,97.0,93.0,95.9,5.0,Javi Lopez
Maxime Lopez,FRA,MF,Sassuolo,Serie A,22.0,1997.0,20.7,1847.0,47.0,300.0,1210.0,459.0,20.0,1795.0,17.0,28.0,60.7,19.0,2.0,1396.0,6656.0,3128.0,130.0,46.0,3.0,14.0,12.0,1674.0,1568.0,93.7,49.0,Maxime Lopez
Maxime Lopez,FRA,FWMF,Marseille,Ligue 1,22.0,1997.0,1.5,68.0,1.0,15.0,38.0,20.0,3.0,67.0,1.0,1.0,100.0,1.0,0.0,41.0,249.0,147.0,9.0,2.0,1.0,4.0,0.0,78.0,55.0,70.5,4.0,Maxime Lopez
Pau López,ESP,GK,Roma,Serie A,25.0,1994.0,20.2,715.0,630.0,709.0,7.0,0.0,0.0,579.0,0.0,0.0,,0.0,0.0,410.0,1533.0,681.0,0.0,0.0,0.0,1.0,0.0,386.0,385.0,99.7,0.0,Pau Lopez
